_id: 67007855bff50e2c87c7b320, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: true, P4: false, P5: false, P6: false, P7: false, P8: true, P9: false, P10: false, P11: false, P12: true, P13: false, P14: false, P15: false, P16: true, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: true, P25: false, P26: false, P27: false, P28: true, P29: false, P30: false
_id: 67007855bff50e2c87c7b3ca, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: true, P3: true, P4: true, P5: true, P6: false, P7: false, P8: false, P9: true, P10: false, P11: false, P12: false, P13: false, P14: false, P15: true, P16: false, P17: false, P18: false, P19: false, P20: false, P21: true, P22: true, P23: true, P24: false, P25: false, P26: true, P27: true, P28: false, P29: false, P30: true
_id: 67007855bff50e2c87c7b3cb, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: true, P3: false, P4: true, P5: false, P6: false, P7: false, P8: false, P9: false, P10: false, P11: false, P12: false, P13: false, P14: false, P15: true, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: true, P23: false, P24: false, P25: true, P26: false, P27: false, P28: true, P29: false, P30: false
_id: 67007855bff50e2c87c7b3cc, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: true, P3: true, P4: true, P5: true, P6: false, P7: true, P8: false, P9: true, P10: false, P11: false, P12: true, P13: true, P14: false, P15: false, P16: true, P17: false, P18: false, P19: false, P20: false, P21: true, P22: false, P23: false, P24: true, P25: false, P26: false, P27: false, P28: false, P29: false, P30: true
_id: 67007855bff50e2c87c7b3cd, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: true, P3: true, P4: false, P5: true, P6: true, P7: false, P8: true, P9: true, P10: true, P11: false, P12: true, P13: true, P14: true, P15: true, P16: true, P17: true, P18: false, P19: true, P20: false, P21: true, P22: true, P23: true, P24: true, P25: true, P26: true, P27: true, P28: true, P29: false, P30: false
_id: 67007855bff50e2c87c7b3ce, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: true, P3: true, P4: false, P5: true, P6: true, P7: false, P8: false, P9: false, P10: true, P11: false, P12: true, P13: true, P14: true, P15: false, P16: true, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: true, P27: false, P28: true, P29: false, P30: true
_id: 67007855bff50e2c87c7b3cf, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: true, P3: false, P4: false, P5: false, P6: false, P7: true, P8: false, P9: false, P10: false, P11: false, P12: true, P13: false, P14: true, P15: false, P16: false, P17: false, P18: true, P19: false, P20: false, P21: true, P22: true, P23: false, P24: true, P25: false, P26: false, P27: false, P28: true, P29: false, P30: false
_id: 67007855bff50e2c87c7b3d0, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: false, P6: true, P7: true, P8: false, P9: false, P10: false, P11: false, P12: false, P13: false, P14: true, P15: false, P16: true, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b3d1, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: false, P3: true, P4: true, P5: true, P6: true, P7: false, P8: true, P9: false, P10: true, P11: true, P12: true, P13: false, P14: false, P15: false, P16: true, P17: true, P18: true, P19: false, P20: true, P21: false, P22: false, P23: true, P24: false, P25: true, P26: true, P27: true, P28: false, P29: false, P30: true
_id: 67007855bff50e2c87c7b3d2, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: true, P4: true, P5: false, P6: true, P7: true, P8: true, P9: true, P10: false, P11: false, P12: false, P13: false, P14: false, P15: false, P16: true, P17: true, P18: true, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b3d3, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: false, P3: true, P4: true, P5: true, P6: true, P7: false, P8: true, P9: false, P10: true, P11: false, P12: false, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: true, P21: true, P22: false, P23: false, P24: false, P25: false, P26: false, P27: true, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b3d4, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: false, P3: false, P4: true, P5: false, P6: false, P7: false, P8: false, P9: false, P10: false, P11: false, P12: false, P13: false, P14: true, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b3d5, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: true, P3: true, P4: true, P5: true, P6: false, P7: false, P8: false, P9: false, P10: false, P11: true, P12: true, P13: true, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: true, P22: true, P23: true, P24: true, P25: false, P26: true, P27: true, P28: true, P29: false, P30: true
_id: 67007855bff50e2c87c7b3d6, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: false, P3: false, P4: true, P5: false, P6: true, P7: true, P8: false, P9: false, P10: false, P11: false, P12: true, P13: true, P14: true, P15: false, P16: true, P17: true, P18: true, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: true, P27: false, P28: true, P29: false, P30: true
_id: 67007855bff50e2c87c7b3d7, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: false, P3: true, P4: false, P5: true, P6: true, P7: true, P8: true, P9: false, P10: true, P11: true, P12: true, P13: true, P14: true, P15: false, P16: true, P17: true, P18: true, P19: false, P20: true, P21: false, P22: false, P23: false, P24: false, P25: false, P26: true, P27: false, P28: true, P29: false, P30: true
_id: 67007855bff50e2c87c7b3d8, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: true, P3: true, P4: true, P5: true, P6: true, P7: false, P8: true, P9: false, P10: true, P11: true, P12: true, P13: true, P14: false, P15: true, P16: true, P17: true, P18: true, P19: false, P20: false, P21: true, P22: true, P23: false, P24: false, P25: true, P26: true, P27: true, P28: true, P29: true, P30: true
_id: 67007855bff50e2c87c7b3d9, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: true, P4: false, P5: true, P6: true, P7: false, P8: false, P9: false, P10: true, P11: false, P12: true, P13: false, P14: false, P15: false, P16: true, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: true, P27: false, P28: false, P29: true, P30: false
_id: 67007855bff50e2c87c7b3da, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: true, P6: false, P7: false, P8: true, P9: true, P10: true, P11: true, P12: false, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: true, P21: false, P22: false, P23: false, P24: false, P25: true, P26: false, P27: false, P28: false, P29: false, P30: true
_id: 67007855bff50e2c87c7b3db, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: true, P3: false, P4: true, P5: false, P6: true, P7: true, P8: false, P9: true, P10: true, P11: true, P12: false, P13: false, P14: true, P15: false, P16: false, P17: true, P18: false, P19: false, P20: true, P21: true, P22: false, P23: true, P24: false, P25: true, P26: true, P27: false, P28: false, P29: true, P30: true
_id: 67007855bff50e2c87c7b3dc, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: true, P6: false, P7: false, P8: false, P9: true, P10: false, P11: false, P12: false, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: true, P22: false, P23: false, P24: false, P25: true, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b3dd, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: true, P3: false, P4: true, P5: true, P6: true, P7: true, P8: false, P9: false, P10: true, P11: false, P12: false, P13: true, P14: true, P15: false, P16: true, P17: true, P18: true, P19: false, P20: true, P21: false, P22: false, P23: false, P24: false, P25: false, P26: true, P27: false, P28: true, P29: false, P30: true
_id: 67007855bff50e2c87c7b3de, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: true, P3: false, P4: true, P5: false, P6: false, P7: false, P8: true, P9: false, P10: false, P11: true, P12: true, P13: true, P14: false, P15: false, P16: true, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b3df, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: false, P3: false, P4: true, P5: true, P6: true, P7: true, P8: false, P9: false, P10: true, P11: false, P12: false, P13: true, P14: true, P15: false, P16: true, P17: true, P18: true, P19: true, P20: true, P21: true, P22: true, P23: true, P24: true, P25: true, P26: true, P27: true, P28: true, P29: true, P30: true
_id: 67007855bff50e2c87c7b3e0, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: true, P3: true, P4: true, P5: false, P6: true, P7: false, P8: false, P9: true, P10: false, P11: false, P12: true, P13: false, P14: true, P15: false, P16: false, P17: true, P18: false, P19: false, P20: true, P21: true, P22: true, P23: false, P24: true, P25: false, P26: true, P27: false, P28: true, P29: false, P30: true
_id: 67007855bff50e2c87c7b3e1, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: true, P4: false, P5: true, P6: true, P7: false, P8: false, P9: true, P10: false, P11: false, P12: false, P13: false, P14: false, P15: true, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: true, P26: false, P27: false, P28: true, P29: true, P30: true
_id: 67007855bff50e2c87c7b3e2, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: true, P3: false, P4: false, P5: false, P6: false, P7: false, P8: false, P9: false, P10: false, P11: true, P12: false, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: true, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b3e3, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: false, P3: true, P4: false, P5: false, P6: true, P7: true, P8: true, P9: false, P10: true, P11: true, P12: false, P13: false, P14: true, P15: true, P16: true, P17: true, P18: true, P19: false, P20: false, P21: false, P22: false, P23: true, P24: false, P25: true, P26: false, P27: false, P28: true, P29: false, P30: false
_id: 67007855bff50e2c87c7b3e4, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: true, P3: false, P4: true, P5: false, P6: true, P7: true, P8: true, P9: false, P10: true, P11: false, P12: true, P13: true, P14: true, P15: false, P16: true, P17: true, P18: false, P19: false, P20: false, P21: true, P22: true, P23: false, P24: true, P25: true, P26: true, P27: false, P28: true, P29: false, P30: true
_id: 67007855bff50e2c87c7b3e5, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: true, P3: true, P4: true, P5: true, P6: false, P7: true, P8: false, P9: true, P10: false, P11: true, P12: true, P13: false, P14: false, P15: true, P16: false, P17: true, P18: false, P19: true, P20: false, P21: true, P22: true, P23: true, P24: false, P25: false, P26: true, P27: false, P28: true, P29: false, P30: false
_id: 67007855bff50e2c87c7b3e6, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: true, P3: true, P4: false, P5: true, P6: false, P7: false, P8: false, P9: true, P10: false, P11: false, P12: false, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: true, P29: false, P30: false
_id: 67007855bff50e2c87c7b3e7, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: false, P6: true, P7: true, P8: false, P9: false, P10: true, P11: true, P12: true, P13: true, P14: true, P15: false, P16: true, P17: true, P18: true, P19: false, P20: true, P21: false, P22: false, P23: false, P24: false, P25: false, P26: true, P27: false, P28: true, P29: false, P30: true
_id: 67007855bff50e2c87c7b3e8, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: true, P2: false, P3: true, P4: true, P5: true, P6: true, P7: false, P8: false, P9: true, P10: true, P11: true, P12: true, P13: true, P14: false, P15: false, P16: false, P17: false, P18: false, P19: true, P20: false, P21: false, P22: true, P23: false, P24: false, P25: true, P26: true, P27: false, P28: true, P29: true, P30: false
_id: 67007855bff50e2c87c7b3e9, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: false, P6: false, P7: false, P8: false, P9: true, P10: true, P11: false, P12: true, P13: false, P14: true, P15: true, P16: false, P17: true, P18: false, P19: true, P20: true, P21: false, P22: false, P23: false, P24: true, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007855bff50e2c87c7b3ea, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: true, P3: true, P4: true, P5: true, P6: true, P7: false, P8: false, P9: false, P10: true, P11: true, P12: true, P13: true, P14: true, P15: true, P16: true, P17: true, P18: true, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: true, P26: false, P27: false, P28: false, P29: true, P30: false
